216,"山下さんは、毎日遅くまで残業させられているらしい。","Yamashita-san wa, mainichi osokumade zangyō sa se rarete iru rashī.","Hình như anh Yamashita ngày nào cũng bị buộc phải làm thêm đến khuya.",87

217,"うるさい。静かにしなさい。","Urusai. Shizukani shi nasai.","Ồn quá. Im lặng đi!",88
218,"早く寝なさい。","Hayaku ne nasai.","Đi ngủ đi.",88

219,"学生でも入れます。","Gakusei demo iremasu.","Dù là học sinh vẫn vào được.",89
220,"すぐ行っても電車に間に合わないだろう。","Sugu itte mo densha ni maniawanaidarou.","Cho dù có đi ngay thì có lẽ cũng không kịp tàu.",89

221,"この宿題をしてしまったら、遊びにいける。","Kono shukudai o shite shimattara, asobi ni ikeru.","Làm xong bài tập này thì có thể đi chơi.",90
222,"雨の中で歩いて、風邪をひいてしまった。","Ame no naka de aruite, kaze o hīte shimatta.","Tôi đi trong mưa và mắc cảm mất rồi..",90

223,"私が合格するなんてうそみたい。","Watashi ga gōkaku suru nante uso mitai.","Chuyện tôi thi đậu cứ như là chuyện bịa.",91
224,"その地方の方言に慣れるまでは、まるで外国語を聞いているみたいだった。","Sono chihō no hōgen ni nareru made wa, marude gaikoku-go o kiite iru mitaidatta.","Cho đến khi quen được tiếng địa phương vùng, đó, quả thật tôi cứ như là nghe tiếng nước ngoài.",91

225,"よそ見をしながら運転するのは危険です。","Yosomi o shinagara unten suru no wa kikendesu.","Vừa lái xe vừa nhìn chỗ khác rất nguy hiểm.",92
226,"音楽を聴きながら勉強する","Ongaku o kikinagara benkyō suru","Vừa nghe nhạc vừa học",92
227,"ここでコーヒーでも飲みながら話しましょう。","Koko de kōhīde mo nominagara hanashimashou.","Chúng ta vừa cà phê vừa nói chuyện ở đây nào.",92

228,"暖房は冬を快適に過ごすのに不可欠です。","Danbō wa fuyu o kaiteki ni sugosu no ni fukaketsudesu.","Máy sưởi là cái không thể thiếu để có thể sống dễ chịu qua mùa đông.",93
229,"彼を説得するのには時間が必要です。","Kare o settoku suru no ni wa jikan ga hitsuyōdesu.","Cần có thời gian để thuyết phục anh ấy.",93
230,"宿題するのに3時間がかかります。"."Shukudai suru no ni 3-jikan ga kakarimasu.","Mất hơn 3 tiếng để làm xong bài tập.",93

231,"山田先生は来られるはずです。","Yamada sensei wa ko rareru hazudesu.","Thầy Yamda chắc chắn tới được.",94
232,"彼は学生のはずだ。","Kare wa gakusei no hazuda","Cậu ấy chắc chắn là học sinh.",94
233,"かばんに入れたはずの財布はなくなった。","Kaban ni ireta hazu no saifu wanaku natta.","Cái ví tiền chắc chắn đã nhét vào cặp biến mất rồi.",94

234,"彼は大学に合格するはずがない。","Kare wa daigaku ni gōkaku suru hazu ga nai.","Nó chắc chắn không thể nào đậu đại học được.",95

235,"あきらめずに最後まで頑張って","Akiramezu ni saigomade ganbatte","Hãy cố tới cùng mà không bỏ cuộc giữa chừng",96
236,"説明をよく読まずに薬を使っている人が多いようです。","Setsumei o yoku yomazu ni kusuri o tsukatte iru hito ga ōi yōdesu.","Có vẻ có nhiều người uống thuốc mà không xem kỹ hướng dẫn.",96

237,"朝ごはんを食べないで学校へ行く","Asa gohan o tabenaide gakkō e iku","Đi học mà không ăn sáng",97
238,"お金を持たないで出かける","Okane o motanaide dekakeru","Ra ngoài không mang theo tiền",97
239,"彼女は一生結婚しないで独身をとおした。","Kanojo wa isshō kekkon shinaide dokushin o tōshita.","Cô ấy sống cả đời độc thân không hết hôn.",97

240,"来られるかどうかを教えて","Korareru ka dō ka o oshiete","Hãy cho tôi biết bạn có tới được không",98
241,"明日テストがあるかどうか知っていますか。","Ashita tesuto ga aru ka dō ka shitte imasu ka.","Bạn có biết ngày mai có kiểm tra không?",98

242,"山田という人","Yamada toiu hito","người có tên là Yamada",99
243,"看護士という仕事","kangoshi toiu shigoto","công việc được gọi là y tá",99
244,"国を国際化しようという主張","Kuni o kokusai-ka shiyou to iu shuchō","chủ trương hãy quốc tế hóa đất nước",99

245,"このペンはとても書きやすい。","Kono pen wa totemo kaki yasui.","Cây bút này rất dễ viết.",100
246,"かたかなの「シ」と「ツ」は間違えやすいので気をつけてください。","Kata ka na no `shi' to `tsu' wa machigae yasuinode kiwotsukete kudasai.","Vì「シ」 và「ツ」 trong chữ Katakana dễ nhầm, nên hãy cẩn thận.",100

247,"漢字は書きにくいです。","Kanji wa kaki nikuidesu.","Chữ kanji rất khó viết.",101
248,"人前でちょっと話しにくい内容なのです。","Hitomae de chotto hanashinikui naiyōna nodesu.","Đây là một nội dung hơi khó nói trước mặt người khác.",101

249,"机の上に本が置いてある。","Tsukue no ue ni hon ga oitearu.","Trên bàn có cuốn sách",102
250,"冷蔵庫に果物が入れてある。","Reizōko ni kudamono ga irete aru.","Trong tủ lạnh có trái cây.",102

251,"9時から1０時までの間に一度電話を下さい。","9-ji kara 10-ji made no aida ni ichido denwa o kudasai.","Xin hãy gọi điện thoại cho tôi một lần trong khoảng từ 9 giờ đến 10 giờ.",103
252,"家族がみんな寝ている間に家を出ることにした。","Kazoku ga min'na nete iru aida ni ie o deru koto ni shita.","Tôi quyết định ra khỏi nhà trong khi mọi người trong gia đình còn ngủ..",103

253,"部屋をきれいにする","Heya o kirei ni suru","làm cho phòng sạch đẹp.",104
254,"音を小さくする","Oto o chīsaku suru","chỉnh âm thanh nhỏ lại",104

255,"両親にいつまでも元気で長生きしてほしい。","Ryōshin ni itsu made mo genkide nagaiki shite hoshī.","Tôi muốn cha mẹ lúc nào cũng khỏe mạnh và sống thọ.",105
256,"この展覧会にたくさんの人に来て欲しい。","Kono tenran-kai ni takusan no hito ni kite hoshī.","Tôi muốn nhiều người tới triển lãm này.",105

257,"先生にお願いしたところ、早速承諾の返事をいただいた。","Sensei ni onegai shita tokoro, sassoku shōdaku no henji o itadaita.","Khi tôi ngỏ ý nhờ thầy thì được thầy chấp thuận ngay",106
258,"食事をしたところ、お腹が痛くなりました。","Shokuji o shita tokoro, onaka ga itaku narimashita.","Vừa ăn cơm thì bị đau bụng.",106

259,"これからあまい物を食べないことにする。","Korekara amai mono wa tabenai koto ni suru.","Tôi quyết định từ giờ sẽ không ăn đồ ngọt.",107
260,"明日からジョギングすることにした。","Ashita kara jogingu suru koto ni shita.","Tôi quyết định sẽ chạy bộ từ ngày mai.",107

261,"休むとき学校に連絡しなければならないことになっています。","Yasumu toki gakkō ni renraku shinakereba naranai koto ni natte imasu.","Theo quy định, khi nào nghỉ học phải báo cho nhà trường biết.",108
262,"明日から制服を着ることとなっている。","Ashita kara seifuku o kiru koto to natte iru.","Từ ngày mai bắt buộc phải mặc đồng phục.",108

263,"私の言う通りに書いてください。","Watashi no iu tōri ni kaite kudasai.","Hãy viết theo đúng như tôi sẽ nói.",109
264,"説明書のとおりに、組み立てた。","Setsumeisho no tōri ni, kumitateta.","Tôi đã lắp ráp đúng theo giấy hướng dẫn.",109

265,"出かけたところに雨が降り出した。","Dekaketa tokoro ni ame ga furidashita.","Đúng lúc vừa đi ra ngoài thì trời đổ mưa.",110
266,"寝ているところへ電話がかかった","Nete iru tokoro e denwa ga kakatta","Đúng lúc đang ngủ thì điện thoại kêu",110

267,"家を買うために朝から晩まで働く。","Ie o kau tame ni asa kara ban made hataraku.","Làm việc từ sáng đến tối để mua nhà",111
268,"健康のために野菜をたくさん食べます。","Kenkō no tame ni yasai o takusan tabemasu.","Tôi ăn nhiều rau vì sức khỏe",111
269,"外国語を習うためにこれまでずいぶん時間とお金を使った。","Gaikoku-go o narau tame ni kore made zuibun jikan to okane o tsukatta.","Tôi tốn nhiều thời gian và tiền để học ngoại ngữ.",111

270,"雨天の場合は遅延します。","Uten no baai wa chien shimasu.","Trường hợp trời mưa thì sẽ hoãn.",112
271,"火事の場合は、１１４をかけます。","Kaji no baai wa, 114 o kakemasu.","Trong trường hợp xảy ra hỏa hoạn thì gọi 114.",112

272,"風邪を引いたからゆっくり休んだほうがいいよ。","Kaze o hiitakara yukkuri yasunda hō ga ī yo.","Vì đã bị cảm nên bạn nên từ từ nghỉ ngơi đi.",113

273,"酒をあまり飲まないほうがいい。","Sake o amari nomanai hō ga ī.","Không nên uống nhiều rượu.",114

274,"どうしたんですか？元気がありませんね。","Dō shita ndesu ka? Genki ga arimasen ne.","Bạn bị sao vậy? Nhìn không khỏe nhỉ.",115
275,"ちょっとかぜなんです。","Chotto kazenan desu.","Tôi hơi cảm.",115
276,"医者に行ったんですか。","Isha ni ittan desu ka?","Bạn đi bác sỹ chưa?",115
277,"何を言ったのですか。","Nani o itta no desu ka?","Anh nói gì vậy?",115

278,"太郎、遊びすぎですよ。","Tarō, asobi-sugidesu yo.","Tarou, chơi nhiều quá đấy.",116
279,"夕べ刺身をたべすぎた。","Yūbe sashimi o tabe sugita.","Tối qua tôi ăn quá nhiều sashimi.",116
280,"飲みすぎにはこの薬がいいそうだ。","Nomi-sugi ni wa kono kusuri ga ī-sōda.","Nghe nói loại thuốc này rất công hiệu mỗi khi quá chén.",116

281,"バイクに乗れるようになった。","Baiku ni noreru yō ni natta.","Tôi đã biết đi xe máy.",117
282,"日本語を勉強しているから、だんだん新聞が読めるようになりました。","Nihongo o benkyō shite irukara, dandan shinbun ga yomeru yō ni narimashita.","Vì học tiếng Nhật nên dần dần tôi đã có thể đọc báo rồi ạ.",117

283,"非難されたから彼は黙るようになった。","Hinan sa retakara kare wa damaru yō ni natta.","Do bị phê phán nên cậu ấy đã trở nên im lặng.",118
284,"彼はタバコを吸うようになった。","Kare wa tabakowosuu-yō ni natta.","Anh ấy đã bắt đầu hút thuốc.",118

285,"簡単な言葉を使って、子供も分かるようにした。",,"Tôi dùng từ ngữ đơn giản để trẻ em cũng hiểu.",119
286,"油ものを控えて太らないようにしている。","Abura mono o hikaete futoranai yō ni shite iru.","Tôi đang cố gắng kiềm chế đồ ăn dầu mỡ sao cho không mập lên.",119
